"TestCaseID","Module","Screen","Route","TaskID","Title","Type","Priority","Precondition","Steps","TestData","ExpectedResult"
"TC-060-06","Teacher","Đăng ký","/auth/register","060","Số điện thoại sai định dạng","UI-Validation","High","Ở Bước 1","1. Nhập SĐT không hợp lệ (không đủ 10 số hoặc không bắt đầu bằng 0) | 2. Nhấn Tiếp tục","phone=12345","Lỗi ""Số điện thoại không hợp lệ""; không chuyển bước"
"TC-060-07","Teacher","Đăng ký","/auth/register","060","Ngày sinh là ngày trong tương lai","UI-Validation","Medium","Ở Bước 1","1. Chọn ngày sinh sau ngày hiện tại | 2. Nhấn Tiếp tục","dob=2099-01-01","Hiển thị lỗi ngày sinh không hợp lệ (không được là ngày tương lai); không chuyển bước"
"TC-060-08","Teacher","Đăng ký","/auth/register","060","Mật khẩu ít hơn 8 ký tự","UI-Validation","High","Ở Bước 1","1. Nhập mật khẩu 7 ký tự | 2. Nhấn Tiếp tục","password=1234567","Lỗi ""Mật khẩu tối thiểu 8 ký tự""; không chuyển bước"
"TC-060-09","Teacher","Đăng ký","/auth/register","060","Xác nhận mật khẩu không khớp","UI-Validation","High","Ở Bước 1","1. Nhập password=password123 | 2. Nhập confirmPassword=password124 | 3. Nhấn Tiếp tục","password=password123, confirmPassword=password124","Lỗi ""Mật khẩu xác nhận không khớp""; không chuyển bước"
"TC-060-10","Teacher","Đăng ký","/auth/register","060","Chưa tích chọn điều khoản","UI-Validation","High","Ở Bước 1, các field khác hợp lệ","1. Không tích checkbox điều khoản | 2. Nhấn Tiếp tục","terms=false","Lỗi ""Vui lòng đồng ý với điều khoản""; không chuyển bước"
"TC-060-11","Teacher","Đăng ký","/auth/register","060","Bước 2 chỉ có field bắt buộc school","Functional","Medium","Đã hoàn thành Bước 1, ở Bước 2","1. Chỉ nhập Tên trường/Trung tâm | 2. Để trống position, experience, subject | 3. Nhấn Tiếp tục","school=Trung tâm Hana Edu","Chuyển sang Bước 3 thành công vì position/experience/subject không bắt buộc"
"TC-060-12","Teacher","Đăng ký","/auth/register","060","Bước 3: upload avatar vượt quá 5MB","UI-Validation","Medium","Ở Bước 3","1. Chọn file ảnh > 5MB làm avatar | 2. Quan sát thông báo lỗi","file avatar 6MB","Lỗi ""Ảnh không được vượt quá 5MB""; không cho upload"
"TC-060-13","Teacher","Đăng ký","/auth/register","060","Bước 3: bio vượt quá 500 ký tự","UI-Validation","Low","Ở Bước 3","1. Nhập nội dung bio dài hơn 500 ký tự vào textarea Giới thiệu bản thân","bio = chuỗi 600 ký tự","Không cho nhập quá 500 ký tự hoặc hiển thị lỗi giới hạn ký tự"
"TC-060-14","Teacher","Đăng ký","/auth/register","060","Bỏ qua Bước 3 (các trường optional) vẫn đăng ký thành công","Functional","Medium","Đã hoàn thành Bước 1, 2, ở Bước 3","1. Không chọn avatar/certificate, không nhập bio | 2. Nhấn Hoàn tất","N/A","Gọi API Register thành công (201), không upload avatar; redirect /auth/login"
"TC-060-15","Teacher","Đăng ký","/auth/register","060","Email đã tồn tại khi submit","Error-Handling","High","Đã hoàn thành 3 bước với email đã được đăng ký trước đó","1. Nhấn Hoàn tất ở Bước 3","email=existing@example.com","API trả 422 với errors.email=[""Email đã được sử dụng""]; hiển thị lỗi inline tại field email, ở lại Bước 1 hoặc bước hiện tại"
"TC-060-16","Teacher","Đăng ký","/auth/register","060","Số điện thoại đã đăng ký khi submit","Error-Handling","High","Đã hoàn thành 3 bước với SĐT đã được đăng ký trước đó","1. Nhấn Hoàn tất ở Bước 3","phone=0901234567 (đã tồn tại)","API trả 422 với errors.phone=[""Số điện thoại đã được đăng ký""]; hiển thị lỗi inline tại field phone"
"TC-060-17","Teacher","Đăng ký","/auth/register","060","Tài khoản đã tồn tại (409 Duplicate)","Error-Handling","Medium","Submit trùng tài khoản đã tồn tại","1. Nhấn Hoàn tất","N/A","API trả 409 message ""Tài khoản đã tồn tại""; hiển thị lỗi cho người dùng, không redirect"
"TC-060-18","Teacher","Đăng ký","/auth/register","060","Device init thất bại","Error-Handling","Medium","Server API Device Init trả lỗi","1. Nhấn Hoàn tất ở Bước 3 khi API device/init lỗi","N/A","Toast error ""Không thể kết nối. Vui lòng thử lại""; nút Hoàn tất trở lại trạng thái enable"
"TC-060-19","Teacher","Đăng ký","/auth/register","060","Lỗi server 5xx khi gọi API Register","Error-Handling","Medium","API Register trả lỗi 5xx","1. Nhấn Hoàn tất","N/A","Toast error ""Lỗi kết nối. Vui lòng thử lại""; enable lại nút Hoàn tất, dữ liệu form được giữ nguyên"
"TC-060-20","Teacher","Đăng ký","/auth/register","060","Quay lại bước trước giữ nguyên dữ liệu","Functional","Medium","Đang ở Bước 2 hoặc 3","1. Nhấn nút Quay lại | 2. Kiểm tra dữ liệu đã nhập ở bước trước","N/A","Quay về bước trước, các field vẫn giữ nguyên giá trị đã nhập"
"TC-060-21","Teacher","Đăng ký","/auth/register","060","Click vào step đã hoàn thành để chỉnh sửa","Functional","Medium","Đã hoàn thành Bước 1 và 2, đang ở Bước 3","1. Click vào StepIndicator của Bước 1","N/A","Quay về Bước 1, dữ liệu vẫn được giữ, có thể chỉnh sửa"
"TC-060-22","Teacher","Đăng ký","/auth/register","060","Chuyển sang trang Đăng nhập","Functional","Medium","Đang ở form đăng ký","1. Nhấn link ""Đã có tài khoản? Đăng nhập""","N/A","Điều hướng đến /auth/login"
"TC-061-01","Teacher","Phụ huynh","/parents","061","Load trang danh sách phụ huynh","Functional","High","Đã đăng nhập, có dữ liệu phụ huynh","1. Truy cập /parents","N/A","Gọi GET /api/teacher/parents; hiển thị 5 stat card (Tổng PH=128, Đã tiếp nối=86, Tin nhắn mới=24, Đánh giá=4.8/5, Hoàn thành=98%) và bảng danh sách phụ huynh"
"TC-061-02","Teacher","Phụ huynh","/parents","061","Tìm kiếm theo tên/email/SĐT","Functional","High","Đang ở trang /parents","1. Nhập từ khóa vào ô Tìm kiếm ""Trần Thị An"" | 2. Quan sát kết quả","search=Trần Thị An","Gọi API với query param search=Trần Thị An; bảng chỉ hiển thị phụ huynh khớp tên/email/SĐT"
"TC-061-03","Teacher","Phụ huynh","/parents","061","Lọc theo lớp","Functional","Medium","Đang ở trang /parents","1. Chọn 1 lớp trong Dropdown ""Lọc lớp""","class_id=<id lớp Starters 2A>","Gọi API với query param class_id tương ứng; bảng chỉ hiển thị phụ huynh có con học lớp đó"
"TC-061-04","Teacher","Phụ huynh","/parents","061","Lọc theo trạng thái tiếp cận","Functional","Medium","Đang ở trang /parents","1. Chọn Dropdown ""Lọc trạng thái"" = Đã tiếp nối","status=contacted","Gọi API với query param status=contacted; chỉ hiển thị phụ huynh có contact_status=contacted"
"TC-061-05","Teacher","Phụ huynh","/parents","061","Kết hợp tìm kiếm + lọc lớp + lọc trạng thái","Edge-Case","Medium","Đang ở trang /parents","1. Nhập từ khóa tìm kiếm | 2. Chọn lớp | 3. Chọn trạng thái đồng thời","search + class_id + status","Kết quả trả về thỏa mãn đồng thời cả 3 điều kiện lọc"
"TC-061-06","Teacher","Phụ huynh","/parents","061","Click tên phụ huynh","Functional","High","Bảng đã có dữ liệu","1. Click vào tên 1 phụ huynh trong bảng","id=1","Điều hướng sang /parent/{id} (Chi tiết phụ huynh)"
"TC-061-07","Teacher","Phụ huynh","/parents","061","Click nút ""Nhắn tin""","Functional","High","Bảng đã có dữ liệu","1. Click icon/nút Nhắn tin ở cột Hành động của 1 dòng","id=1","Điều hướng sang màn hình Tin nhắn với phụ huynh tương ứng đã được chọn sẵn"
"TC-061-08","Teacher","Phụ huynh","/parents","061","Click nút ""Gọi""","Functional","Medium","Bảng đã có dữ liệu, có SĐT","1. Click nút Gọi ở cột Hành động","phone=0901234567","Kích hoạt hành động gọi điện (mở app gọi/hiển thị SĐT) tới đúng số của phụ huynh"
"TC-061-09","Teacher","Phụ huynh","/parents","061","Click nút ""Xem""","Functional","Medium","Bảng đã có dữ liệu","1. Click nút Xem ở cột Hành động","id=1","Điều hướng sang /parent/{id} tương tự click tên"
"TC-061-10","Teacher","Phụ huynh","/parents","061","Xuất Excel","Functional","Medium","Đang ở trang /parents có dữ liệu","1. Nhấn nút ""Xuất Excel""","N/A","Trình duyệt tải xuống file Excel chứa danh sách phụ huynh hiện tại"
"TC-061-11","Teacher","Phụ huynh","/parents","061","Click ""+ Thêm phụ huynh""","Functional","Medium","Đang ở trang /parents","1. Nhấn nút ""+ Thêm phụ huynh""","N/A","Mở form/màn hình thêm phụ huynh mới"
"TC-061-12","Teacher","Phụ huynh","/parents","061","Badge tin nhắn mới hiển thị đúng số","UI-Validation","Medium","Có phụ huynh với tin nhắn chưa đọc","1. Quan sát card ""Tin nhắn mới"" và badge trên từng dòng nếu có","new_messages=24","Card hiển thị đúng giá trị summary.new_messages trả về từ API"
"TC-061-13","Teacher","Phụ huynh","/parents","061","Phân trang - chuyển sang trang tiếp theo","Functional","Medium","Danh sách có nhiều hơn 20 phụ huynh (limit=20)","1. Nhấn nút chuyển trang kế tiếp","page=2","Gọi API với page=2, limit=20; bảng cập nhật danh sách trang 2, meta.current_page=2"
"TC-061-14","Teacher","Phụ huynh","/parents","061","Danh sách rỗng - Empty state","Edge-Case","Medium","Bộ lọc không khớp phụ huynh nào (VD search từ khóa không tồn tại)","1. Nhập search=""zzxxyy123"" | 2. Quan sát bảng","search=zzxxyy123","Hiển thị trạng thái rỗng (Empty state) ""Không tìm thấy phụ huynh phù hợp"", không lỗi crash"
"TC-061-15","Teacher","Phụ huynh","/parents","061","Avatar và vai trò liên hệ hiển thị đúng","UI-Validation","Low","Bảng có dữ liệu","1. Quan sát cột Họ tên và Liên hệ của từng dòng","relation=Mẹ","Cột Họ tên hiển thị avatar + tên; cột Liên hệ hiển thị đúng vai trò (Bố/Mẹ/Người thân)"
"TC-061-16","Teacher","Phụ huynh","/parents","061","Lỗi tải dữ liệu (API lỗi 5xx)","Error-Handling","Medium","API GET /api/teacher/parents trả lỗi server","1. Truy cập /parents khi API lỗi","N/A","Hiển thị thông báo lỗi tải dữ liệu, không crash trang, có tùy chọn thử lại"
"TC-062-01","Teacher","Chi tiết phụ huynh","/parent/{id}","062","Load trang chi tiết phụ huynh","Functional","High","Đã đăng nhập, GV có lớp chứa con của PH id=1","1. Truy cập /parent/1","id=1","Gọi GET /api/teacher/parents/1; hiển thị ""Xin chào, {teacher_name}"", 2 stat card (Con đang học=2, Buổi học tháng này=28), thông tin con, lịch học, tài liệu, thống kê, thông báo"
"TC-062-02","Teacher","Chi tiết phụ huynh","/parent/{id}","062","Phụ huynh có nhiều con - Dropdown chọn con","Functional","High","Phụ huynh id=1 có 2 con trở lên","1. Mở Dropdown chọn con ở RecentScheduleCard | 2. Chọn con khác","selectedChild=Minh Anh -> con thứ 2","Danh sách lịch học và thống kê cập nhật theo đúng con vừa chọn (parentDetailStore.setSelectedChild)"
"TC-062-03","Teacher","Chi tiết phụ huynh","/parent/{id}","062","Hiển thị đúng lịch học theo con đang chọn","Functional","High","Đã chọn 1 con trong dropdown","1. Quan sát RecentScheduleCard sau khi chọn con","child_name=Minh Anh","Danh sách buổi học hiển thị đúng giờ + ngày trong tuần của con đã chọn (VD 08:00-09:30 Thứ 2)"
"TC-062-04","Teacher","Chi tiết phụ huynh","/parent/{id}","062","Tải tài liệu học tập","Functional","High","Có ít nhất 1 tài liệu trong materials","1. Click nút Download tại 1 tài liệu","Tài liệu Unit 5.pdf","File được tải xuống thành công từ URL tương ứng"
"TC-062-05","Teacher","Chi tiết phụ huynh","/parent/{id}","062","Click vào thông báo","Functional","High","Có thông báo chưa đọc (read=false)","1. Click vào 1 thông báo trong NotificationList","notification id=1","Thông báo được đánh dấu đã đọc (read=true) và hiển thị chi tiết thông báo"
"TC-062-06","Teacher","Chi tiết phụ huynh","/parent/{id}","062","Thống kê học viên hiển thị đúng chỉ số","UI-Validation","High","Con id=10 có dữ liệu stats","1. Quan sát StudentStatSidebar","attendance_rate=92, avg_score=8.5, homework_completion=95","Hiển thị đúng % Chuyên cần, Điểm TB, % Bài tập hoàn thành khớp dữ liệu API"
"TC-062-07","Teacher","Chi tiết phụ huynh","/parent/{id}","062","Phụ huynh không có con trong lớp giáo viên phụ trách","Permission","High","GV không dạy lớp nào có con của PH này","1. Truy cập /parent/{id} với id không hợp lệ với GV hiện tại","id=999","Redirect hoặc hiển thị thông báo không có quyền truy cập / không tìm thấy dữ liệu"
"TC-062-08","Teacher","Chi tiết phụ huynh","/parent/{id}","062","Stat card ""Con đang học"" và ""Buổi học tháng này"" hiển thị đúng","UI-Validation","Medium","Dữ liệu trả về từ API","1. Quan sát 2 stat card đầu trang","children.length=2, sessions_this_month=28","Card hiển thị đúng số con và tổng buổi học tháng này"
"TC-062-09","Teacher","Chi tiết phụ huynh","/parent/{id}","062","Danh sách tài liệu rỗng","Edge-Case","Medium","materials=[]","1. Truy cập chi tiết phụ huynh không có tài liệu chia sẻ","materials=[]","Hiển thị Empty state cho khu vực Tài liệu học tập, không lỗi"
"TC-062-10","Teacher","Chi tiết phụ huynh","/parent/{id}","062","Danh sách thông báo rỗng","Edge-Case","Medium","notifications=[]","1. Truy cập chi tiết phụ huynh không có thông báo","notifications=[]","Hiển thị Empty state cho khu vực Thông báo mới nhất"
"TC-062-11","Teacher","Chi tiết phụ huynh","/parent/{id}","062","Chỉ có 1 con - ẩn hoặc disable dropdown chọn con","Edge-Case","Low","children.length=1","1. Truy cập chi tiết PH chỉ có 1 con","children=[Minh Anh]","Dropdown chọn con không hiển thị hoặc chỉ có 1 lựa chọn duy nhất, mặc định hiển thị con đó"
"TC-062-12","Teacher","Chi tiết phụ huynh","/parent/{id}","062","Phần Liên hệ hiển thị đúng SĐT/Email/Vai trò","UI-Validation","Medium","Dữ liệu parent trả về đầy đủ","1. Quan sát thông tin liên hệ phụ huynh trên trang","phone=0901234567, email=an@example.com, relation=Mẹ","Hiển thị đúng SĐT, email, vai trò liên hệ của phụ huynh"
"TC-062-13","Teacher","Chi tiết phụ huynh","/parent/{id}","062","Lỗi tải dữ liệu chi tiết (API lỗi 5xx/404)","Error-Handling","Medium","API GET /api/teacher/parents/{id} trả lỗi","1. Truy cập /parent/{id} khi API lỗi","id=1","Hiển thị thông báo lỗi, không crash trang, có tùy chọn thử lại hoặc quay lại danh sách"
"TC-062-14","Teacher","Chi tiết phụ huynh","/parent/{id}","062","Breadcrumb điều hướng","UI-Validation","Low","Đang ở /parent/{id}","1. Click vào ""Phụ huynh"" trên breadcrumb","N/A","Điều hướng quay về /parents"
"TC-063-01","Teacher","Phòng học","/rooms","063","Load trang danh sách phòng học","Functional","High","Đã đăng nhập","1. Truy cập /rooms","N/A","Gọi GET /api/teacher/rooms; hiển thị 6 stat card (Tổng phòng=24, Đang dùng=18, Bảo trì=2, Trống=4, Học viên=480, Phòng trực tuyến=6) và bảng danh sách phòng"
"TC-063-02","Teacher","Phòng học","/rooms","063","Lọc trạng thái ""Trống""","Functional","High","Đang ở trang /rooms","1. Chọn Dropdown Trạng thái = Trống | 2. Nhấn Áp dụng lọc","status=empty","Gọi API với status=empty; bảng chỉ hiển thị phòng có status=empty"
"TC-063-03","Teacher","Phòng học","/rooms","063","Lọc trạng thái ""Bảo trì""","Functional","High","Đang ở trang /rooms","1. Chọn Dropdown Trạng thái = Bảo trì | 2. Nhấn Áp dụng lọc","status=maintenance","Gọi API với status=maintenance; bảng chỉ hiển thị phòng đang bảo trì"
"TC-063-04","Teacher","Phòng học","/rooms","063","Lọc theo loại phòng","Functional","Medium","Đang ở trang /rooms","1. Chọn Dropdown Loại phòng = Thực hành | 2. Nhấn Áp dụng lọc","type=practice","Gọi API với type=practice; bảng chỉ hiển thị đúng loại phòng đã chọn"
"TC-063-05","Teacher","Phòng học","/rooms","063","Lọc theo tầng","Functional","Medium","Đang ở trang /rooms","1. Chọn Dropdown Tầng = 1 | 2. Nhấn Áp dụng lọc","floor=1","Gọi API với floor=1; bảng chỉ hiển thị phòng thuộc tầng 1"
"TC-063-06","Teacher","Phòng học","/rooms","063","Lọc theo sức chứa","Functional","Medium","Đang ở trang /rooms","1. Chọn Dropdown Sức chứa = 11-20 | 2. Nhấn Áp dụng lọc","capacity=11-20","Gọi API với capacity tương ứng; bảng chỉ hiển thị phòng có sức chứa trong khoảng đã chọn"
"TC-063-07","Teacher","Phòng học","/rooms","063","Kết hợp nhiều bộ lọc cùng lúc","Edge-Case","Medium","Đang ở trang /rooms","1. Chọn đồng thời Loại phòng, Trạng thái, Tầng | 2. Nhấn Áp dụng lọc","type=theory, status=in_use, floor=2","Kết quả trả về thỏa mãn đồng thời cả 3 điều kiện lọc"
"TC-063-08","Teacher","Phòng học","/rooms","063","Click tên phòng","Functional","High","Bảng có dữ liệu","1. Click vào tên phòng ""Phòng 01""","id=1","Điều hướng sang /room/1 (Chi tiết phòng học)"
"TC-063-09","Teacher","Phòng học","/rooms","063","Click ""Xem chi tiết""","Functional","Medium","Bảng có dữ liệu","1. Click nút Xem chi tiết ở cột Thao tác","id=1","Điều hướng sang /room/1"
"TC-063-10","Teacher","Phòng học","/rooms","063","Click ""Đặt phòng""","Functional","High","Bảng có dữ liệu, phòng đang Trống","1. Click nút Đặt phòng ở cột Thao tác của phòng trạng thái Trống","id=2","Mở form đặt phòng"
"TC-063-11","Teacher","Phòng học","/rooms","063","Click ""Báo bảo trì""","Functional","Medium","Bảng có dữ liệu","1. Click nút Báo bảo trì ở cột Thao tác","id=1","Mở form/xác nhận báo bảo trì cho phòng"
"TC-063-12","Teacher","Phòng học","/rooms","063","Màu badge trạng thái hiển thị đúng","UI-Validation","Medium","Bảng có phòng ở cả 3 trạng thái","1. Quan sát màu badge trạng thái của từng dòng","Đang dùng, Trống, Bảo trì","Đang dùng: badge xanh lá; Trống: badge xám; Bảo trì: badge đỏ/cam"
"TC-063-13","Teacher","Phòng học","/rooms","063","Phân trang - chuyển trang tiếp theo","Functional","Medium","Danh sách có nhiều hơn 20 phòng","1. Nhấn nút chuyển trang kế tiếp","page=2","Gọi API với page=2, limit=20; bảng cập nhật danh sách trang 2"
"TC-063-14","Teacher","Phòng học","/rooms","063","Nhấn ""+ Thêm phòng học""","Functional","Medium","Đang ở trang /rooms","1. Nhấn nút ""+ Thêm phòng học""","N/A","Mở form thêm phòng học mới"
"TC-063-15","Teacher","Phòng học","/rooms","063","Danh sách rỗng sau khi lọc không khớp","Edge-Case","Medium","Bộ lọc không có kết quả","1. Chọn tổ hợp lọc không có phòng nào khớp (VD tầng 99)","floor=99","Hiển thị Empty state ""Không có phòng học phù hợp"", không lỗi"
"TC-063-16","Teacher","Phòng học","/rooms","063","Cột ""Lịch đặt / Ngày đặt gần nhất"" hiển thị đúng","UI-Validation","Low","Phòng có latest_booking_date","1. Quan sát cột Lịch đặt của 1 dòng","latest_booking_date=2025-05-20","Hiển thị đúng ngày đặt phòng gần nhất"
"TC-063-17","Teacher","Phòng học","/rooms","063","Lỗi tải dữ liệu (API lỗi 5xx)","Error-Handling","Medium","API GET /api/teacher/rooms trả lỗi server","1. Truy cập /rooms khi API lỗi","N/A","Hiển thị thông báo lỗi tải dữ liệu, không crash trang"
"TC-064-01","Teacher","Chi tiết phòng học","/room/{id}","064","Load phòng đang có lớp học diễn ra","Functional","High","Phòng id=1 status=in_use, có current_session","1. Truy cập /room/1","id=1","Gọi GET /api/teacher/rooms/1; hiển thị tên lớp ""Tiếng Anh A2 - Cô Tối"", lịch (Thứ 2,4,6), badge ""Đang diễn ra"", SessionTimer chạy"
"TC-064-02","Teacher","Chi tiết phòng học","/room/{id}","064","Timer đếm tiến liên tục","Functional","High","Phòng đang có session đang diễn ra","1. Quan sát SessionTimer trong 5-10 giây","start_time=2025-05-20T08:00:00Z","Đồng hồ HH:MM:SS tăng liên tục theo thời gian thực, không dừng/reset"
"TC-064-03","Teacher","Chi tiết phòng học","/room/{id}","064","Click ""Dừng lại"" để kết thúc buổi học sớm","Functional","High","Timer đang chạy","1. Click nút Dừng lại | 2. Xác nhận trong hộp thoại confirm","N/A","Hiển thị confirm dialog; sau xác nhận gọi POST /api/teacher/rooms/1/end-session, timer dừng, trạng thái buổi học cập nhật ended_at"
"TC-064-04","Teacher","Chi tiết phòng học","/room/{id}","064","Hủy xác nhận khi nhấn Dừng lại","Edge-Case","Medium","Đang hiện confirm dialog Dừng lại","1. Click Dừng lại | 2. Chọn Hủy trong dialog","N/A","Không gọi API end-session, timer tiếp tục chạy"
"TC-064-05","Teacher","Chi tiết phòng học","/room/{id}","064","Grid học viên hiển thị đúng trạng thái điểm danh","UI-Validation","High","Students có nhiều trạng thái attendance","1. Quan sát StudentAvatarGrid","attendance=present/absent/late","Badge hiển thị đúng: ✓ Có mặt / ✗ Vắng / ⏱ Trễ tương ứng dữ liệu API"
"TC-064-06","Teacher","Chi tiết phòng học","/room/{id}","064","Click avatar học viên mở popup nhanh","Functional","High","Grid có ít nhất 1 học viên","1. Click vào avatar 1 học viên","student id=1","Hiển thị popup thông tin nhanh của học viên (tên, avatar, trạng thái điểm danh)"
"TC-064-07","Teacher","Chi tiết phòng học","/room/{id}","064","Tải tài liệu trong phòng học","Functional","Medium","materials có ít nhất 1 file","1. Click nút Download tại 1 tài liệu","Giáo trình Unit 5.pdf","File được tải xuống thành công"
"TC-064-08","Teacher","Chi tiết phòng học","/room/{id}","064","Chia sẻ tài liệu với học viên","Functional","Medium","materials có ít nhất 1 file","1. Click nút Chia sẻ với HV tại 1 tài liệu","N/A","Tài liệu được chia sẻ tới học viên trong lớp (thông báo thành công)"
"TC-064-09","Teacher","Chi tiết phòng học","/room/{id}","064","Phòng đang trống (không có session)","Edge-Case","High","Phòng status=empty, current_session=null","1. Truy cập /room/{id} của phòng trống","status=empty","Ẩn SessionTimer và thông tin session, hiển thị trạng thái ""Trống"""
"TC-064-10","Teacher","Chi tiết phòng học","/room/{id}","064","Click ""Báo bảo trì""","Functional","Medium","Đang ở trang chi tiết phòng","1. Click nút Báo bảo trì | 2. Nhập ghi chú ""Máy chiếu hỏng"" | 3. Xác nhận","note=Máy chiếu hỏng","Gọi PUT /api/teacher/rooms/{id} với status=maintenance; trạng thái phòng cập nhật thành Bảo trì"
"TC-064-11","Teacher","Chi tiết phòng học","/room/{id}","064","Click ""Chỉnh sửa"" thông tin phòng","Functional","Medium","Đang ở trang chi tiết phòng","1. Click nút Chỉnh sửa","N/A","Mở form chỉnh sửa thông tin phòng (RoomHeader)"
"TC-064-12","Teacher","Chi tiết phòng học","/room/{id}","064","Click tên lớp học trong RoomInfoSidebar","Functional","Medium","current_session có class_id","1. Click vào tên lớp trong panel Thông tin lớp học","class_id=10","Điều hướng sang /classroom/10"
"TC-064-13","Teacher","Chi tiết phòng học","/room/{id}","064","Thông tin sỹ số hiện tại/tối đa hiển thị đúng","UI-Validation","Medium","current_session có student_count, max_students","1. Quan sát RoomInfoSidebar","student_count=18, max_students=25","Hiển thị ""Sỹ số: 18/25"" đúng dữ liệu"
"TC-064-14","Teacher","Chi tiết phòng học","/room/{id}","064","Danh sách tài liệu rỗng","Edge-Case","Low","materials=[]","1. Truy cập phòng không có tài liệu","materials=[]","Hiển thị Empty state khu vực Tài liệu, không lỗi"
"TC-064-15","Teacher","Chi tiết phòng học","/room/{id}","064","Lỗi tải dữ liệu chi tiết phòng (API lỗi 5xx/404)","Error-Handling","Medium","API GET /api/teacher/rooms/{id} trả lỗi","1. Truy cập /room/{id} khi API lỗi","id=999","Hiển thị thông báo lỗi hoặc trang 404, không crash"
"TC-065-01","Teacher","Chi tiết khóa học","/course/{id}","065","Load trang chi tiết khóa học","Functional","High","Khóa học id=1 tồn tại","1. Truy cập /course/1","id=1","Gọi GET /api/teacher/courses/1, /curriculum, /activities; hiển thị CourseInfoCard, 4 CourseStatRow (48/42/8470/95%), LessonPlanTree, ActivityTimeline"
"TC-065-02","Teacher","Chi tiết khóa học","/course/{id}","065","Progress bar mỗi bài học render đúng %","UI-Validation","High","Curriculum có nhiều bài học với completion_rate khác nhau","1. Quan sát progress bar từng bài trong LessonPlanTree","Bài 1.1: 90%, Bài 1.2: 85%, Bài 2.1: 50%, Bài 2.2: 10%","Progress bar hiển thị đúng % và đúng màu: ≥80% xanh lá (Bài 1.1, 1.2), 50-79% cam (Bài 2.1), <50% xám/đỏ (Bài 2.2)"
"TC-065-03","Teacher","Chi tiết khóa học","/course/{id}","065","Click vào bài học điều hướng","Functional","High","LessonPlanTree có bài học","1. Click vào ""Bài 1.1 Vocabulary""","lesson id=101","Điều hướng sang /lesson/101"
"TC-065-04","Teacher","Chi tiết khóa học","/course/{id}","065","Click ""Bắt đầu học""","Functional","High","Đang ở trang chi tiết khóa học","1. Click nút ""Bắt đầu học""","N/A","Điều hướng sang buổi học tiếp theo của khóa học"
"TC-065-05","Teacher","Chi tiết khóa học","/course/{id}","065","Click ""Xem giáo án""","Functional","Medium","Đang ở trang chi tiết khóa học","1. Click nút ""Xem giáo án""","N/A","Điều hướng sang lesson plan (Giáo án) của khóa học"
"TC-065-06","Teacher","Chi tiết khóa học","/course/{id}","065","Expand/collapse module trong curriculum","Functional","Medium","Curriculum có nhiều module","1. Click vào tiêu đề ""Module 1: Foundations"" để thu gọn | 2. Click lại để mở rộng","module id=1","Danh sách bài học trong module được ẩn/hiện tương ứng (courseDetailStore.setExpandedModule)"
"TC-065-07","Teacher","Chi tiết khóa học","/course/{id}","065","Activity timeline hiển thị đúng thứ tự","UI-Validation","Medium","Có nhiều activity với created_at khác nhau","1. Quan sát ActivityTimeline","activities=[lesson_completed, ...]","Các hoạt động được sắp xếp theo thứ tự thời gian (mới nhất trước), hiển thị icon + mô tả + thời gian tương đối"
"TC-065-08","Teacher","Chi tiết khóa học","/course/{id}","065","Stats cards khớp dữ liệu khóa học","UI-Validation","High","API trả về stats đầy đủ","1. Quan sát 4 CourseStatRow","students=48, completed_students=42, total_hours=8470, completion_rate=95","Card ""Học viên""=48, ""Đã hoàn thành""=42, ""Tổng giờ học""=8,470, ""Tỷ lệ""=95% khớp đúng dữ liệu API"
"TC-065-09","Teacher","Chi tiết khóa học","/course/{id}","065","Khóa học không tồn tại","Error-Handling","High","id khóa học không tồn tại trong hệ thống","1. Truy cập /course/99999","id=99999","API trả về lỗi 404; trang hiển thị thông báo ""Không tìm thấy khóa học"" (404 page)"
"TC-065-10","Teacher","Chi tiết khóa học","/course/{id}","065","Progress bar tổng thể khóa học (ProgressBar component)","UI-Validation","Medium","overall_completion=95","1. Quan sát Progress bar phía panel phải","overall_completion=95","Hiển thị ""95% hoàn thành"" đúng label và độ dài thanh progress"
"TC-065-11","Teacher","Chi tiết khóa học","/course/{id}","065","Click ""Chia sẻ"" khóa học","Functional","Low","Đang ở trang chi tiết khóa học","1. Click nút Chia sẻ ở góc trên","N/A","Mở popup/hộp thoại chia sẻ khóa học (link hoặc mạng xã hội)"
"TC-065-12","Teacher","Chi tiết khóa học","/course/{id}","065","Click ""Sửa"" khóa học","Functional","Medium","Đang ở trang chi tiết khóa học","1. Click nút Sửa ở góc trên","N/A","Mở form chỉnh sửa thông tin khóa học"
"TC-065-13","Teacher","Chi tiết khóa học","/course/{id}","065","Curriculum rỗng (khóa học chưa có module nào)","Edge-Case","Medium","modules=[]","1. Truy cập khóa học chưa có chương trình học","modules=[]","Hiển thị Empty state cho khu vực Chương trình học tập, không lỗi"
"TC-065-14","Teacher","Chi tiết khóa học","/course/{id}","065","Activity list rỗng","Edge-Case","Low","activities=[]","1. Truy cập khóa học chưa có hoạt động nào","activities=[]","Hiển thị Empty state cho khu vực Hoạt động gần đây"
